,0,1
0,43722.65625,-125.92332
1,43724.609375,-125.36938
2,43726.5625,-124.97847
3,43728.515625,-125.33333
4,43730.46875,-125.96516
5,43732.421875,-125.96495
6,43734.375,-125.73302
7,43736.328125,-125.74443
8,43738.28125,-125.58161
9,43740.234375,-126.00109
10,43742.1875,-126.32649
11,43744.140625,-126.47684
12,43746.09375,-126.64255
13,43748.046875,-126.15917
14,43750.0,-126.06161
15,43751.953125,-125.75587
16,43753.90625,-125.19505
17,43755.859375,-125.61981
18,43757.8125,-126.18446
19,43759.765625,-125.63422
20,43761.71875,-125.41122
21,43763.671875,-126.06366
22,43765.625,-126.57246
23,43767.578125,-126.13945
24,43769.53125,-124.69092
25,43771.484375,-124.68996
26,43773.4375,-125.6013
27,43775.390625,-125.15689
28,43777.34375,-125.53851
29,43779.296875,-126.31726
30,43781.25,-125.97141
31,43783.203125,-126.36275
32,43785.15625,-126.46687
33,43787.109375,-125.53107
34,43789.0625,-124.94652
35,43791.015625,-125.09377
36,43792.96875,-125.44543
37,43794.921875,-125.7111
38,43796.875,-126.26415
39,43798.828125,-126.8754
40,43800.78125,-126.34573
41,43802.734375,-125.675
42,43804.6875,-125.91321
43,43806.640625,-126.03078
44,43808.59375,-125.79906
45,43810.546875,-126.05145
46,43812.5,-126.34691
47,43814.453125,-126.40276
48,43816.40625,-126.34774
49,43818.359375,-125.80095
50,43820.3125,-125.37251
51,43822.265625,-125.86143
52,43824.21875,-126.2278
53,43826.171875,-126.45154
54,43828.125,-127.02319
55,43830.078125,-127.06744
56,43832.03125,-126.01677
57,43833.984375,-125.15745
58,43835.9375,-125.3777
59,43837.890625,-125.73215
60,43839.84375,-126.1199
61,43841.796875,-126.60931
62,43843.75,-126.98299
63,43845.703125,-126.25933
64,43847.65625,-125.16224
65,43849.609375,-125.40758
66,43851.5625,-126.72107
67,43853.515625,-127.07461
68,43855.46875,-126.49132
69,43857.421875,-126.19939
70,43859.375,-125.94238
71,43861.328125,-125.65099
72,43863.28125,-126.09643
73,43865.234375,-126.44652
74,43867.1875,-126.12534
75,43869.140625,-125.89458
76,43871.09375,-126.03703
77,43873.046875,-126.33895
