,0,1
0,43722.65625,-126.41944
1,43724.609375,-126.51163
2,43726.5625,-126.32375
3,43728.515625,-125.92054
4,43730.46875,-125.53164
5,43732.421875,-125.44363
6,43734.375,-125.35873
7,43736.328125,-125.28832
8,43738.28125,-125.828
9,43740.234375,-126.95008
10,43742.1875,-127.08418
11,43744.140625,-126.68873
12,43746.09375,-126.28793
13,43748.046875,-126.32978
14,43750.0,-126.47289
15,43751.953125,-126.55003
16,43753.90625,-126.06484
17,43755.859375,-125.34216
18,43757.8125,-125.60966
19,43759.765625,-125.72863
20,43761.71875,-125.38078
21,43763.671875,-126.07145
22,43765.625,-126.35066
23,43767.578125,-126.83127
24,43769.53125,-127.56815
25,43771.484375,-127.40669
26,43773.4375,-127.54899
27,43775.390625,-126.86895
28,43777.34375,-126.11293
29,43779.296875,-126.58453
30,43781.25,-126.8072
31,43783.203125,-127.00621
32,43785.15625,-127.09666
33,43787.109375,-126.90643
34,43789.0625,-126.28799
35,43791.015625,-125.75565
36,43792.96875,-125.77557
37,43794.921875,-126.38264
38,43796.875,-126.16582
39,43798.828125,-126.15102
40,43800.78125,-126.0728
41,43802.734375,-126.36268
42,43804.6875,-126.3846
43,43806.640625,-126.25628
44,43808.59375,-126.57024
45,43810.546875,-126.44904
46,43812.5,-126.18918
47,43814.453125,-126.69218
48,43816.40625,-126.85258
49,43818.359375,-126.53483
50,43820.3125,-126.76753
51,43822.265625,-127.17915
52,43824.21875,-126.85838
53,43826.171875,-126.73496
54,43828.125,-126.38074
55,43830.078125,-126.23676
56,43832.03125,-126.21529
57,43833.984375,-125.37166
58,43835.9375,-125.28136
59,43837.890625,-126.09687
60,43839.84375,-126.66036
61,43841.796875,-126.54465
62,43843.75,-126.29877
63,43845.703125,-126.65427
64,43847.65625,-126.62637
65,43849.609375,-126.28487
66,43851.5625,-126.46288
67,43853.515625,-126.4882
68,43855.46875,-126.17815
69,43857.421875,-126.03942
70,43859.375,-125.59968
71,43861.328125,-125.39627
72,43863.28125,-125.99267
73,43865.234375,-126.2918
74,43867.1875,-126.00145
75,43869.140625,-125.80835
76,43871.09375,-125.55153
77,43873.046875,-125.75735
78,43875.0,-125.7779
79,43876.953125,-125.59359
80,43878.90625,-125.67377
81,43880.859375,-126.12121
82,43882.8125,-125.74559
83,43884.765625,-125.52197
84,43886.71875,-126.26984
85,43888.671875,-126.50962
86,43890.625,-126.49756
87,43892.578125,-126.4948
88,43894.53125,-126.21395
89,43896.484375,-126.25951
90,43898.4375,-126.5477
91,43900.390625,-126.71378
92,43902.34375,-126.69329
93,43904.296875,-126.41917
94,43906.25,-126.28185
95,43908.203125,-126.16128
96,43910.15625,-125.5993
97,43912.109375,-125.77377
98,43914.0625,-126.42994
99,43916.015625,-125.7676
100,43917.96875,-125.59781
101,43919.921875,-126.27511
102,43921.875,-126.52816
103,43923.828125,-127.42171
104,43925.78125,-126.88103
105,43927.734375,-126.18371
106,43929.6875,-126.32732
107,43931.640625,-126.82887
108,43933.59375,-126.40887
109,43935.546875,-124.88926
110,43937.5,-124.66371
111,43939.453125,-125.56982
112,43941.40625,-126.6345
113,43943.359375,-127.16553
114,43945.3125,-127.03254
115,43947.265625,-126.37824
116,43949.21875,-125.83932
117,43951.171875,-126.34554
118,43953.125,-126.2391
119,43955.078125,-126.27637
120,43957.03125,-126.92831
121,43958.984375,-126.95424
122,43960.9375,-126.54456
123,43962.890625,-126.03584
124,43964.84375,-125.15486
125,43966.796875,-124.96398
126,43968.75,-125.14232
127,43970.703125,-125.58408
128,43972.65625,-125.85349
129,43974.609375,-125.55892
130,43976.5625,-126.18594
131,43978.515625,-127.74924
132,43980.46875,-127.22503
133,43982.421875,-125.63777
134,43984.375,-125.20174
135,43986.328125,-125.73682
136,43988.28125,-126.20606
137,43990.234375,-126.74931
138,43992.1875,-127.29443
139,43994.140625,-126.90128
140,43996.09375,-126.63989
141,43998.046875,-125.86404
142,44000.0,-125.56911
143,44001.953125,-125.69103
144,44003.90625,-125.40266
145,44005.859375,-125.36623
146,44007.8125,-125.20512
147,44009.765625,-124.75909
148,44011.71875,-125.31065
149,44013.671875,-126.19728
150,44015.625,-127.02601
151,44017.578125,-126.67737
152,44019.53125,-125.89835
153,44021.484375,-125.67374
154,44023.4375,-125.38036
155,44025.390625,-125.297
156,44027.34375,-125.76117
157,44029.296875,-126.25494
158,44031.25,-125.57424
159,44033.203125,-125.33263
160,44035.15625,-125.32572
161,44037.109375,-125.20383
162,44039.0625,-124.94482
163,44041.015625,-125.02533
164,44042.96875,-125.4304
165,44044.921875,-125.3632
166,44046.875,-125.07654
167,44048.828125,-125.99285
168,44050.78125,-126.21703
169,44052.734375,-125.62778
170,44054.6875,-125.97271
171,44056.640625,-126.55361
172,44058.59375,-125.82645
173,44060.546875,-125.22919
174,44062.5,-125.18093
175,44064.453125,-125.11185
176,44066.40625,-125.20562
177,44068.359375,-125.61774
178,44070.3125,-126.28592
179,44072.265625,-126.49913
180,44074.21875,-126.58585
181,44076.171875,-126.52475
182,44078.125,-126.59389
183,44080.078125,-126.97194
184,44082.03125,-126.59654
185,44083.984375,-125.6329
186,44085.9375,-125.40608
187,44087.890625,-125.97514
188,44089.84375,-126.31669
189,44091.796875,-126.33279
190,44093.75,-125.3335
191,44095.703125,-126.11184
192,44097.65625,-126.77319
193,44099.609375,-125.66467
194,44101.5625,-125.27718
195,44103.515625,-125.71091
196,44105.46875,-126.76048
197,44107.421875,-127.44971
198,44109.375,-126.65283
199,44111.328125,-125.67242
200,44113.28125,-125.19215
201,44115.234375,-124.8077
202,44117.1875,-125.13647
203,44119.140625,-125.39304
204,44121.09375,-125.49712
205,44123.046875,-125.71712
206,44125.0,-125.55631
207,44126.953125,-125.23747
208,44128.90625,-125.31287
209,44130.859375,-126.13177
210,44132.8125,-126.40578
211,44134.765625,-125.8567
212,44136.71875,-126.07534
213,44138.671875,-126.23246
214,44140.625,-125.4415
215,44142.578125,-125.5465
216,44144.53125,-125.63171
217,44146.484375,-124.83269
218,44148.4375,-124.89161
219,44150.390625,-125.87027
220,44152.34375,-126.50397
221,44154.296875,-125.97286
222,44156.25,-125.49654
223,44158.203125,-125.84406
224,44160.15625,-125.88422
225,44162.109375,-125.71953
226,44164.0625,-125.88895
227,44166.015625,-126.67467
228,44167.96875,-126.58909
229,44169.921875,-125.48495
230,44171.875,-125.59982
231,44173.828125,-126.61367
232,44175.78125,-127.16048
233,44177.734375,-126.62894
234,44179.6875,-125.28034
235,44181.640625,-124.69736
236,44183.59375,-124.91058
237,44185.546875,-125.24433
238,44187.5,-126.39485
239,44189.453125,-126.66634
240,44191.40625,-126.72041
241,44193.359375,-126.69946
242,44195.3125,-125.94117
243,44197.265625,-125.83694
244,44199.21875,-125.85007
245,44201.171875,-125.58001
246,44203.125,-126.29432
247,44205.078125,-126.0152
248,44207.03125,-125.14864
249,44208.984375,-125.14497
250,44210.9375,-125.54188
251,44212.890625,-126.31933
252,44214.84375,-126.20615
253,44216.796875,-125.82417
254,44218.75,-125.8336
255,44220.703125,-125.68718
256,44222.65625,-125.3853
257,44224.609375,-125.0386
